rainfall_72h_mm,rainfall_threshold_mm,soil_saturation_ratio,terrain_slope_degrees,drainage_capacity_mm_day,elevation_meters,river_distance_meters,past_recurrence_count,vulnerability_svi,flood_hazard_occurred
122.7,76.8,0.726,5.1,125.6,953.9,2443.6,0,17.7,1
123.9,88.9,0.406,15.1,131.4,746.0,1875.3,5,20.4,1
112.3,104.0,0.742,3.5,114.2,642.5,3255.0,1,21.8,0
24.9,100.7,0.659,1.6,154.1,1073.2,388.4,3,83.2,1
157.6,81.4,0.704,9.8,141.7,947.4,1082.3,0,89.1,1
45.3,69.4,0.282,12.9,55.9,186.3,435.1,0,50.0,0
21.9,62.5,0.356,5.8,148.3,377.5,2135.4,2,85.0,0
74.0,81.8,0.487,3.7,73.5,301.9,56.4,6,53.1,1
105.5,94.8,0.746,14.1,123.1,894.0,1048.4,2,47.1,0
51.6,108.3,0.82,2.7,139.5,45.1,547.2,0,57.5,0
36.9,102.4,0.614,18.5,83.9,686.0,517.5,1,78.2,0
20.4,66.2,0.513,5.4,32.0,916.1,1292.4,2,32.9,0
108.9,94.6,0.648,4.8,153.2,1052.7,2338.5,2,39.1,0
63.6,70.9,0.786,0.7,34.8,413.8,1177.5,2,82.9,0
110.8,92.6,0.5,3.8,72.0,986.4,2352.2,3,88.3,0
18.2,91.6,0.45,6.9,105.5,137.2,418.8,0,24.8,0
347.8,70.0,0.585,4.3,40.9,1016.5,929.5,4,71.4,1
130.0,67.9,0.94,2.3,138.2,157.3,768.6,1,15.8,1
167.6,60.7,0.666,14.3,52.5,479.8,64.1,1,34.7,1
23.8,57.8,0.616,11.0,158.1,957.8,1026.5,1,20.5,0
72.8,102.2,0.427,1.4,148.7,184.2,1350.0,4,56.2,0
65.8,57.7,0.663,8.0,106.6,279.0,1125.5,0,42.5,0
279.9,59.9,0.714,1.7,114.1,868.1,1649.4,0,26.0,1
33.9,68.1,0.333,14.3,97.0,865.4,1066.5,3,15.0,0
214.9,103.8,0.47,6.3,77.8,771.2,132.9,2,46.1,1
47.0,73.3,0.454,15.7,72.5,834.3,198.6,4,38.6,0
257.8,65.5,0.751,5.1,145.4,653.6,1139.0,1,18.7,1
97.4,94.4,0.816,20.9,102.8,305.9,435.9,1,83.1,0
17.9,72.5,0.606,5.2,136.1,418.1,149.6,2,47.9,0
145.9,73.3,0.701,9.5,94.4,222.0,723.7,2,77.0,1
29.9,95.6,0.533,17.0,66.4,1090.6,1019.8,2,48.8,0
248.8,68.8,0.676,11.7,37.4,702.2,528.3,2,20.4,1
173.7,104.3,0.605,2.3,68.7,484.0,1579.4,2,46.5,1
2.0,85.9,0.567,8.8,143.8,557.1,1288.6,1,85.9,0
167.5,84.6,0.65,5.4,121.1,1137.0,535.6,3,15.6,1
69.3,69.6,0.702,24.0,131.1,188.3,1737.2,3,86.6,0
41.1,100.9,0.883,3.5,129.4,705.5,1305.3,1,67.5,0
157.1,86.5,0.7,23.6,41.2,609.5,1267.5,0,94.7,1
50.5,63.6,0.923,20.0,46.4,735.7,1017.4,2,88.3,0
353.9,66.3,0.226,20.5,67.8,26.6,63.7,3,84.5,1
14.7,80.8,0.936,0.7,65.6,1047.2,1480.9,2,18.0,1
166.9,97.9,0.298,4.0,33.9,1118.9,616.0,1,37.4,1
15.3,106.7,0.53,2.4,45.7,680.3,3479.5,0,45.0,0
97.5,91.5,0.29,2.5,140.6,837.5,2094.4,4,71.0,0
196.5,82.8,0.88,5.5,104.5,1107.4,1113.2,4,66.9,1
95.8,68.8,0.835,8.2,71.2,850.2,398.7,0,28.7,0
119.4,92.0,0.635,4.7,96.1,187.3,323.4,1,73.9,1
17.8,109.0,0.662,1.6,60.3,693.7,549.3,2,27.5,0
54.7,81.2,0.684,0.6,103.8,730.0,826.8,1,51.5,0
169.2,63.9,0.912,10.6,35.1,511.8,471.3,1,61.3,1
172.8,60.7,0.509,4.1,146.9,885.1,918.2,2,84.7,1
321.3,69.8,0.505,2.1,57.5,1121.6,266.9,4,65.5,0
259.3,86.3,0.591,15.6,135.6,1111.1,4614.5,3,91.4,1
31.0,107.1,0.703,2.0,114.1,543.8,187.0,1,94.6,1
257.7,71.5,0.512,10.9,95.6,140.3,3274.9,2,55.7,1
27.0,71.8,0.66,5.3,150.5,1181.9,2988.2,3,19.1,0
127.6,81.5,0.254,2.3,46.2,1007.5,944.2,2,17.3,0
76.4,105.5,0.68,5.1,41.1,154.0,1598.8,3,83.5,0
18.5,78.0,0.864,20.4,68.5,1105.4,737.3,3,55.0,1
35.3,67.3,0.542,17.4,137.1,1044.5,1243.2,1,44.3,0
20.7,64.0,0.261,9.9,29.8,625.0,549.7,3,37.8,0
32.3,80.1,0.525,13.0,57.3,711.6,480.0,2,37.5,0
318.6,99.0,0.743,22.4,82.3,481.8,1086.0,1,20.8,1
19.9,71.0,0.722,4.5,121.2,70.4,877.3,3,39.2,0
251.1,83.2,0.834,13.5,65.4,405.6,1089.7,2,66.6,1
73.1,88.2,0.565,1.5,85.5,964.4,455.4,6,45.8,0
155.0,79.8,0.868,0.6,70.5,10.5,598.7,4,90.8,1
78.0,65.5,0.68,2.6,37.4,403.5,155.2,3,68.5,1
257.9,105.7,0.941,2.1,124.7,480.8,114.4,3,84.1,1
15.7,86.1,0.564,2.4,87.3,647.2,400.8,8,24.1,1
187.3,95.1,0.565,5.0,134.7,1104.2,142.6,4,51.0,1
55.6,90.0,0.72,3.9,118.8,418.9,181.5,0,18.3,0
32.8,109.9,0.561,14.5,32.8,419.6,2061.5,0,86.6,0
94.5,80.1,0.44,2.7,92.5,886.3,97.6,2,26.7,1
18.2,78.4,0.808,3.9,158.8,545.4,1340.8,5,79.4,0
9.9,74.8,0.74,3.4,66.6,273.4,431.9,4,88.9,1
60.2,74.9,0.572,3.8,91.5,545.7,2512.6,6,50.4,0
28.9,70.2,0.541,3.8,113.0,173.3,846.3,6,46.1,1
161.3,108.9,0.927,24.3,52.3,215.8,487.6,0,63.0,1
139.0,102.9,0.592,5.9,119.8,600.5,924.9,2,74.2,1
5.2,72.4,0.455,1.1,114.1,505.6,627.4,2,66.6,1
143.0,71.8,0.945,2.8,75.6,1098.2,1047.0,1,15.1,1
32.7,60.7,0.858,1.2,63.4,438.1,196.0,2,77.9,1
34.3,103.2,0.883,1.0,149.1,698.8,7017.2,4,26.8,0
54.5,75.4,0.929,4.8,42.1,760.6,715.2,3,51.0,0
151.3,86.5,0.675,6.8,83.3,20.6,563.7,3,37.6,1
118.9,104.5,0.62,20.6,128.5,797.9,1536.3,1,89.2,0
32.1,77.4,0.609,11.9,45.0,217.8,592.9,2,55.2,0
9.0,99.4,0.527,25.0,150.9,1153.5,2199.7,2,56.8,0
151.8,78.7,0.737,1.0,96.0,182.7,776.8,3,21.1,1
63.6,93.6,0.729,1.9,93.2,500.5,1575.7,3,86.8,1
144.8,78.7,0.643,1.6,82.3,107.0,186.4,3,34.1,1
296.4,76.6,0.419,0.6,142.1,1196.3,2295.9,1,48.1,1
53.7,109.5,0.839,1.7,153.0,605.1,1646.9,4,93.8,0
171.2,88.7,0.898,4.5,76.3,716.5,335.5,5,24.1,1
36.1,75.2,0.523,8.0,98.2,85.2,238.4,2,72.5,0
23.6,69.2,0.82,5.9,67.6,901.2,506.3,3,35.8,0
151.6,57.2,0.733,9.2,74.7,255.8,4529.2,1,48.6,1
44.5,93.9,0.894,19.8,28.8,1078.2,406.2,4,48.5,0
69.5,75.5,0.934,4.9,131.1,250.1,780.8,2,89.6,0
92.8,100.2,0.664,11.1,155.9,232.9,86.6,1,15.8,0
10.7,75.0,0.77,18.3,128.9,48.7,657.5,4,44.4,0
20.9,75.5,0.781,24.2,95.0,569.1,1066.5,5,83.2,0
106.8,97.9,0.889,1.6,136.7,680.0,3722.3,2,87.8,1
18.4,81.9,0.745,1.8,140.8,83.5,922.6,1,39.9,0
55.9,103.7,0.432,13.9,98.5,931.8,2101.8,0,34.4,0
79.6,87.5,0.866,0.6,151.5,546.7,1000.6,2,51.9,1
12.9,68.2,0.611,3.6,29.1,631.6,100.0,1,74.7,0
23.1,86.3,0.878,2.8,26.4,531.7,504.0,2,27.3,1
14.7,55.2,0.483,18.8,36.0,483.9,1078.4,0,77.8,0
30.8,72.2,0.935,19.5,32.8,673.8,3659.2,2,56.0,0
306.7,66.4,0.754,14.2,82.3,190.5,2401.9,1,26.3,1
67.4,91.0,0.813,0.9,151.9,222.4,361.1,5,68.7,1
96.2,62.5,0.876,18.0,116.2,1034.8,348.3,6,65.3,1
120.6,71.0,0.338,4.0,114.0,1135.6,319.5,2,64.8,1
80.7,73.2,0.431,6.8,77.0,451.1,3119.0,5,75.4,0
45.1,55.2,0.317,3.1,97.1,328.5,2348.1,4,29.5,0
117.6,57.6,0.907,5.1,66.1,774.6,1839.4,3,70.8,1
18.6,72.1,0.741,6.3,94.9,493.4,648.5,4,86.0,1
170.1,67.2,0.632,4.6,125.8,35.3,892.3,3,57.4,1
122.7,61.4,0.683,2.0,100.4,191.6,799.1,1,53.9,1
43.6,63.5,0.82,5.6,81.5,860.6,400.7,2,78.8,0
58.4,101.0,0.708,12.9,139.1,792.4,893.9,3,26.7,0
147.8,92.6,0.666,3.7,63.8,37.4,87.2,3,42.3,1
15.3,81.6,0.771,8.0,90.0,270.3,219.6,0,83.3,0
37.4,105.0,0.633,8.4,157.0,281.1,2662.1,2,55.0,0
174.1,56.6,0.354,4.7,155.6,807.9,1721.6,1,82.2,1
30.4,74.0,0.819,2.4,25.8,28.6,709.6,3,35.1,1
52.1,100.3,0.795,4.3,96.9,129.4,923.7,1,46.2,0
338.3,89.6,0.613,18.9,70.5,960.9,604.4,3,80.9,1
156.0,109.0,0.644,1.0,64.3,218.4,1670.1,1,28.1,1
263.5,106.9,0.196,6.8,105.5,785.0,1890.0,2,86.6,1
81.1,64.3,0.668,9.3,85.3,289.6,1779.1,0,39.8,0
216.1,108.5,0.702,1.6,123.9,123.8,1588.8,3,92.8,1
163.7,107.0,0.69,2.1,28.7,295.6,324.5,4,81.2,1
65.3,75.5,0.474,2.5,150.1,868.1,544.9,5,51.4,0
234.4,109.1,0.668,17.1,101.6,1027.6,811.5,6,74.4,1
44.4,57.0,0.884,2.8,117.3,997.1,532.0,2,59.4,0
192.1,91.3,0.858,12.0,106.6,479.6,1737.5,4,83.3,1
27.2,69.6,0.844,2.7,158.5,803.4,529.4,6,56.4,1
79.6,62.1,0.557,4.7,158.2,250.0,228.5,2,94.0,1
187.8,86.8,0.67,12.8,107.3,355.3,661.1,1,25.7,0
271.2,71.8,0.741,3.9,117.3,1076.1,4739.3,1,69.1,1
30.2,91.7,0.897,1.4,108.5,20.5,357.2,0,34.7,1
104.2,84.7,0.364,8.7,66.9,107.2,1186.6,2,30.3,0
97.8,76.6,0.841,3.0,51.0,253.4,730.8,3,47.7,1
98.4,65.0,0.726,10.5,79.4,36.7,138.4,1,44.4,0
357.8,88.1,0.79,4.8,117.2,221.8,853.0,4,18.7,1
59.9,100.6,0.792,6.9,32.6,701.7,1503.5,2,49.2,0
100.0,88.0,0.915,11.4,94.4,508.6,913.9,3,91.2,1
23.4,88.6,0.755,3.7,80.1,1071.7,2517.9,1,52.4,1
151.7,83.2,0.819,5.6,96.2,981.8,459.2,5,39.1,1
35.4,76.4,0.612,2.9,141.1,413.5,158.2,2,90.9,0
32.5,80.2,0.811,3.8,31.4,315.0,3359.3,4,55.5,0
63.1,109.4,0.731,2.5,128.1,458.7,620.2,3,38.0,0
122.9,96.2,0.801,5.4,115.0,710.4,1080.8,2,77.6,1
34.0,78.7,0.744,1.9,52.5,325.3,1934.3,4,32.9,1
30.9,80.2,0.827,7.3,124.1,750.9,520.4,1,34.8,0
13.2,82.5,0.838,14.6,92.0,494.2,1561.2,2,40.9,0
71.5,91.3,0.658,1.6,89.9,664.7,224.6,2,46.6,1
136.3,80.6,0.596,19.0,90.2,526.2,463.2,3,61.6,1
44.6,92.7,0.891,3.7,153.1,356.9,237.6,2,56.2,1
120.6,73.1,0.579,7.1,152.5,1138.4,2050.7,6,74.5,1
62.9,77.6,0.522,5.8,148.3,917.5,352.2,2,72.4,0
57.8,102.5,0.687,15.2,144.7,172.4,1566.5,4,18.6,0
334.1,73.1,0.527,3.0,30.1,1042.8,3493.9,2,25.7,0
162.9,108.0,0.574,18.3,79.1,587.5,950.4,4,32.2,1
174.4,64.5,0.601,0.5,145.8,1074.0,981.9,3,62.8,1
65.8,68.3,0.813,12.9,126.9,960.8,791.7,3,86.6,0
9.5,80.5,0.445,3.3,86.6,513.1,523.2,2,41.0,0
157.3,98.9,0.774,5.4,129.4,31.9,824.7,6,92.1,1
29.5,95.2,0.612,5.8,53.1,326.1,1158.0,1,28.8,0
27.1,64.6,0.929,1.6,106.0,652.3,5171.7,2,89.0,0
37.0,68.0,0.639,4.2,97.0,762.0,3382.2,2,79.1,0
29.4,86.6,0.744,1.5,102.4,313.2,2427.9,2,46.1,0
25.9,71.2,0.636,1.9,122.4,171.5,2689.3,3,31.5,0
134.2,78.2,0.558,20.6,153.2,1002.7,807.0,3,46.3,1
11.5,81.8,0.403,5.1,60.6,1181.4,1335.6,2,32.1,0
90.4,87.7,0.467,2.5,127.3,633.2,2755.3,3,59.9,0
105.1,68.8,0.548,3.8,112.1,210.2,649.0,2,61.0,1
21.1,64.0,0.655,18.6,118.8,330.4,3966.7,2,76.5,0
102.4,76.9,0.773,1.3,82.9,27.0,695.0,1,57.2,1
44.1,59.5,0.574,7.0,152.5,1097.6,1152.8,2,42.6,0
133.9,84.0,0.785,14.0,89.8,145.7,1534.6,4,87.9,1
94.2,101.2,0.739,4.0,41.4,693.9,3659.2,1,21.2,0
12.0,61.5,0.882,16.7,116.9,332.5,386.6,5,79.7,1
28.0,61.2,0.484,17.0,42.4,667.2,1695.1,1,47.8,0
149.7,59.4,0.858,2.4,68.6,783.4,932.8,0,29.5,1
35.9,101.6,0.539,1.9,55.8,996.5,425.3,2,24.6,0
273.9,59.4,0.532,3.8,97.8,251.7,1848.6,0,32.7,1
249.9,109.1,0.837,24.2,71.9,18.1,1014.1,1,24.8,1
92.3,74.7,0.844,25.0,46.6,168.6,1348.0,2,51.7,0
23.9,73.1,0.415,2.1,131.8,1080.5,517.9,1,43.0,0
30.7,60.0,0.693,1.2,88.2,1049.3,837.7,1,43.5,0
50.0,87.2,0.86,0.6,86.4,718.9,1202.8,1,27.5,1
52.8,87.2,0.664,5.1,144.7,722.6,672.9,5,67.8,1
68.3,82.2,0.619,18.3,97.7,799.7,315.3,0,63.6,0
353.0,72.1,0.51,19.7,120.8,214.6,3962.9,1,93.6,1
225.8,75.3,0.947,6.0,69.3,1097.7,909.6,3,28.4,1
107.8,72.6,0.514,3.7,100.8,505.4,1638.8,1,81.7,1
45.9,78.4,0.838,11.4,123.1,462.9,685.3,3,17.7,0
16.4,73.8,0.681,15.0,65.0,625.1,576.5,2,20.9,0
18.5,92.2,0.807,9.5,118.0,61.1,677.4,1,66.8,0
184.7,71.3,0.555,1.8,101.8,203.7,681.5,2,47.5,1
93.4,74.3,0.653,6.5,83.6,887.0,992.8,4,33.4,1
179.1,79.0,0.532,12.4,121.3,103.9,990.9,0,15.2,1
334.4,55.2,0.464,2.3,67.8,725.8,875.0,1,68.1,1
110.9,82.1,0.787,2.0,121.5,298.2,223.7,2,50.3,1
45.4,69.1,0.935,5.0,99.4,470.2,872.4,1,28.7,0
35.6,58.1,0.679,14.5,58.2,350.0,272.3,0,92.8,0
42.1,105.1,0.526,13.6,115.2,430.0,211.8,3,43.1,0
101.0,72.7,0.592,2.8,144.4,864.3,3287.3,3,39.2,0
287.5,78.4,0.316,6.9,66.9,360.1,1164.5,3,55.8,1
47.2,100.5,0.359,1.3,134.7,681.9,1342.8,2,37.2,0
234.4,64.2,0.236,2.7,70.4,573.9,666.6,0,36.8,1
42.5,101.8,0.809,16.3,135.9,798.1,2926.0,3,92.3,0
17.8,68.3,0.557,10.6,31.9,1124.5,1269.1,3,35.9,0
91.4,87.4,0.473,11.4,26.0,880.4,1809.3,3,63.4,0
127.3,92.7,0.916,5.8,40.3,261.9,601.7,2,18.0,1
301.0,104.8,0.606,13.9,143.0,42.3,3913.0,1,27.3,1
6.4,88.4,0.523,1.3,97.1,318.4,2110.8,3,16.8,0
109.0,79.9,0.885,19.1,105.2,716.1,2358.6,3,57.8,1
172.3,86.5,0.869,22.6,138.7,66.5,276.8,1,54.3,1
39.9,66.1,0.335,2.7,31.8,598.2,429.2,6,41.5,0
50.9,92.9,0.713,4.3,77.3,718.2,453.6,2,71.0,0
178.1,65.3,0.846,3.4,111.8,404.4,429.1,2,65.1,1
43.7,85.6,0.344,4.6,79.6,926.2,2370.6,3,63.0,0
36.6,90.6,0.353,18.8,29.3,132.4,88.9,2,41.9,0
83.2,104.4,0.456,0.6,112.9,94.8,145.0,1,41.2,0
275.3,79.8,0.358,1.2,77.8,875.2,434.1,3,84.9,1
295.4,97.6,0.662,11.3,27.6,597.1,317.6,4,58.5,1
29.2,64.2,0.402,3.1,48.0,827.6,366.5,1,36.8,0
102.9,63.6,0.448,2.7,54.4,524.6,1969.0,0,58.5,1
120.4,83.9,0.552,5.3,93.9,299.5,1043.7,3,36.3,1
71.1,87.8,0.818,2.9,50.2,983.8,56.9,1,29.8,0
38.3,89.8,0.779,4.3,73.8,960.3,723.1,3,37.6,0
161.8,96.0,0.776,15.7,126.3,835.2,678.9,2,65.3,1
188.2,71.2,0.754,1.0,134.0,330.2,195.2,1,56.3,1
80.9,89.2,0.453,14.4,132.4,710.3,1402.9,3,28.2,0
94.8,65.3,0.839,5.5,118.8,436.4,1503.2,1,87.6,1
99.4,67.0,0.327,23.0,98.1,114.4,1581.4,3,54.9,1
152.8,58.7,0.589,3.8,99.3,1101.2,1614.4,0,78.5,1
51.5,96.1,0.458,2.4,153.7,168.5,50.1,1,41.5,1
84.4,82.9,0.594,2.8,143.5,1140.5,3742.9,2,91.6,0
158.5,68.1,0.254,5.8,112.7,538.0,2069.8,3,75.2,1
95.7,85.6,0.722,5.7,88.2,226.2,2861.9,2,51.4,0
26.4,74.5,0.942,2.0,123.4,652.6,68.9,2,87.2,1
44.1,101.0,0.723,21.6,33.5,1048.2,3309.2,1,72.4,0
50.1,84.0,0.177,2.3,152.5,880.0,2041.5,8,49.4,1
82.5,56.6,0.771,1.2,98.9,968.8,2228.4,0,92.9,1
17.1,109.2,0.787,5.0,92.9,792.2,167.5,2,38.9,0
59.1,59.1,0.391,5.7,64.3,832.3,1660.9,0,35.5,0
88.7,93.3,0.483,15.0,25.5,1019.8,3910.2,2,86.6,0
130.7,79.0,0.359,0.9,33.3,303.4,1411.9,4,71.6,1
54.3,68.7,0.568,5.2,60.5,589.9,1064.3,1,42.6,0
26.6,92.2,0.478,2.7,98.1,269.3,3544.3,5,33.5,0
67.6,61.9,0.792,4.4,36.3,1185.3,752.1,4,29.2,0
142.9,102.2,0.606,3.9,156.2,1133.2,1147.4,1,40.1,1
157.5,68.8,0.488,5.9,80.5,52.1,826.3,2,25.0,1
112.8,74.9,0.722,4.1,67.7,848.2,3290.9,3,26.6,1
57.5,89.8,0.678,2.5,95.9,1110.7,145.0,5,77.1,1
64.0,55.1,0.624,4.1,33.8,220.8,884.5,2,20.1,0
222.2,81.0,0.666,2.1,139.8,683.7,1443.7,1,50.1,1
122.7,104.2,0.577,24.4,87.1,1099.0,1933.7,0,47.4,0
31.5,92.4,0.478,2.1,49.1,45.6,1099.7,2,91.8,1
28.8,76.3,0.538,11.0,46.8,838.4,2925.2,2,52.2,0
341.3,91.3,0.476,4.7,73.7,360.3,3466.6,3,27.9,1
76.8,106.5,0.913,3.9,102.4,1109.7,129.8,5,22.1,1
27.6,65.3,0.437,5.8,81.3,1165.4,667.7,4,73.6,0
29.5,84.2,0.891,1.4,105.6,1133.4,78.5,2,26.8,1
164.3,67.9,0.917,13.0,120.2,571.7,529.5,2,90.0,1
50.0,102.0,0.928,1.4,126.0,1035.1,973.7,2,59.7,1
94.2,94.7,0.589,0.6,79.1,1014.2,2950.2,3,47.1,0
37.3,99.1,0.769,2.8,121.8,386.3,2299.3,1,69.7,0
61.2,106.9,0.199,0.8,44.1,995.6,213.7,0,30.9,0
44.5,67.8,0.922,2.9,94.3,49.2,167.2,3,45.6,1
155.2,57.7,0.48,17.3,34.8,717.5,1117.8,2,17.7,0
298.1,71.0,0.908,1.7,58.0,279.9,961.4,2,85.2,1
24.9,77.0,0.862,4.0,103.7,149.1,421.7,1,49.0,0
40.7,89.4,0.66,2.8,125.0,97.0,2806.6,2,75.7,0
32.3,98.9,0.879,14.7,37.9,837.1,3196.8,3,88.3,0
84.8,74.2,0.454,17.9,53.0,411.2,668.2,2,67.2,0
357.6,81.0,0.467,4.8,158.9,871.1,2702.0,1,45.1,1
35.8,98.2,0.535,2.7,70.6,83.1,631.3,2,64.6,0
154.1,67.4,0.404,19.2,63.3,381.8,1651.9,0,43.8,1
109.2,66.9,0.172,3.7,36.5,649.7,825.4,2,60.4,1
356.5,87.4,0.602,2.1,118.8,949.9,206.9,3,49.6,1
16.5,79.0,0.868,5.7,93.6,385.9,3206.2,1,27.0,0
122.9,107.2,0.797,2.8,46.3,752.9,776.4,1,77.4,0
169.8,74.6,0.298,3.4,110.4,1063.7,1641.3,0,54.7,1
74.6,96.8,0.391,5.3,96.0,741.0,599.1,0,30.2,0
266.8,87.1,0.708,4.1,101.3,283.4,72.9,2,86.3,1
126.1,58.0,0.48,17.1,159.3,34.2,177.1,2,83.3,1
33.0,59.6,0.582,22.3,28.9,1044.8,872.7,0,59.7,0
346.4,66.2,0.824,0.8,148.5,30.4,1455.3,3,92.6,1
52.5,62.9,0.538,2.7,138.7,1050.3,539.1,0,89.2,1
68.5,73.1,0.766,4.6,81.1,637.1,1476.9,2,86.8,0
304.1,86.8,0.436,1.6,143.9,1127.2,1489.3,3,25.7,1
352.6,88.1,0.753,8.7,112.6,959.5,1510.6,4,38.6,1
61.3,87.3,0.518,3.0,145.1,1197.5,864.0,2,47.8,0
165.3,61.5,0.488,17.0,105.3,424.1,3006.5,1,81.6,1
135.6,88.0,0.663,9.0,54.2,921.8,856.1,3,84.7,1
117.1,77.5,0.79,3.5,102.8,485.3,768.0,4,75.1,1
97.5,104.7,0.294,14.9,49.2,578.5,316.8,2,52.8,0
143.6,105.2,0.741,6.1,44.0,754.9,491.2,1,28.0,1
30.7,97.2,0.315,17.2,113.3,1049.0,101.9,2,17.8,0
73.1,93.7,0.259,4.2,152.9,1181.0,1254.6,0,70.9,0
149.2,61.3,0.783,0.8,104.4,923.1,392.9,2,94.5,1
69.0,59.7,0.801,3.9,132.4,504.2,485.2,2,42.6,1
29.8,101.2,0.713,23.7,47.7,508.5,1817.9,3,60.5,0
22.5,78.5,0.542,1.5,113.3,886.4,525.6,2,79.8,0
58.9,79.8,0.512,3.5,124.0,290.3,382.8,1,29.9,1
245.0,101.6,0.578,2.8,30.6,137.0,272.2,2,81.4,1
47.4,89.2,0.819,24.7,38.1,428.8,1839.2,0,65.0,0
129.3,64.9,0.779,15.0,130.5,348.3,216.7,4,60.6,1
27.3,66.6,0.88,3.2,84.4,359.1,775.6,0,76.0,0
186.4,55.4,0.458,5.1,79.8,284.2,898.5,1,34.3,1
112.8,94.1,0.647,5.0,149.2,55.3,1445.4,3,64.2,0
307.2,81.7,0.322,3.1,158.9,26.4,1253.8,4,34.2,1
109.0,107.2,0.668,3.0,128.2,1185.3,2047.4,1,29.4,0
27.2,94.3,0.547,5.9,132.0,516.2,104.9,4,64.9,0
30.9,60.7,0.558,3.8,53.1,464.3,471.9,1,36.5,0
54.6,63.9,0.424,3.2,51.0,817.2,444.4,5,72.2,0
177.1,82.6,0.793,22.0,157.4,265.8,239.4,0,56.2,1
195.0,105.9,0.925,2.1,118.8,1140.2,459.6,1,70.6,1
27.5,68.6,0.541,1.4,117.7,944.7,494.9,4,86.3,1
38.9,100.4,0.729,5.7,63.6,111.8,935.5,4,26.1,0
309.5,72.2,0.647,2.6,144.7,504.0,1357.7,2,20.3,1
49.8,69.8,0.402,7.2,31.0,1055.5,625.8,3,47.0,0
125.8,104.6,0.432,10.5,62.1,1134.0,1575.3,5,72.3,0
15.3,57.6,0.779,2.3,49.3,563.5,541.7,2,85.9,1
52.2,91.3,0.728,1.5,121.0,738.0,461.5,5,17.8,0
27.5,57.4,0.928,23.8,121.6,204.6,984.9,0,78.4,0
67.0,99.0,0.651,20.6,97.2,1189.4,78.8,1,21.0,0
316.0,100.6,0.727,17.5,25.7,281.8,149.8,1,61.4,1
49.7,104.1,0.842,4.0,143.0,1131.6,699.5,1,42.5,0
42.6,65.2,0.799,10.0,154.0,781.3,3485.8,3,16.4,0
23.6,61.8,0.467,3.8,52.3,731.2,1584.1,0,22.8,0
342.5,82.7,0.658,11.7,138.7,617.7,160.7,2,43.3,1
45.1,69.9,0.861,9.7,156.4,280.7,2297.4,3,91.3,0
38.6,88.3,0.67,4.0,69.1,216.0,1631.5,4,27.4,1
45.3,83.3,0.725,4.9,50.0,268.5,1182.8,4,36.8,0
123.9,63.0,0.41,6.0,157.0,227.8,2109.7,2,94.5,1
125.3,95.7,0.823,3.2,33.1,936.6,671.2,1,53.4,1
162.1,99.2,0.334,23.4,62.3,423.4,350.5,2,36.0,0
31.0,108.0,0.812,19.2,125.2,74.1,911.0,1,64.3,0
15.1,76.8,0.689,3.5,108.3,1163.1,1005.1,2,49.9,0
73.8,73.6,0.446,18.0,117.4,1061.1,977.5,4,83.7,0
188.2,65.6,0.87,9.5,120.6,1113.7,1049.1,4,15.6,1
146.1,64.9,0.705,23.4,117.6,1193.9,3614.2,2,94.7,1
125.4,72.7,0.671,9.5,71.2,212.8,2840.4,2,20.3,1
138.1,109.0,0.675,15.6,67.1,478.5,2552.2,1,58.0,0
19.8,60.1,0.789,5.9,82.8,911.1,1989.9,4,70.8,0
293.7,69.3,0.587,15.6,134.0,836.7,3496.7,4,59.0,1
158.0,59.7,0.911,13.3,151.7,188.9,174.4,5,39.1,0
340.0,70.0,0.857,19.3,86.5,979.9,419.7,3,83.4,1
10.1,60.1,0.463,0.6,36.6,273.2,870.0,3,49.4,0
122.9,83.0,0.399,4.3,151.7,272.5,2299.1,4,39.1,1
11.8,79.1,0.603,22.5,35.9,646.7,894.2,1,76.5,0
41.8,64.6,0.724,6.6,46.5,713.6,1704.2,3,26.7,0
108.0,64.6,0.553,5.0,142.1,698.2,229.5,2,31.4,1
10.6,89.4,0.821,0.8,99.4,114.3,399.1,3,35.2,1
49.7,76.3,0.359,3.4,72.6,1053.6,1629.1,2,49.8,0
173.9,58.1,0.667,10.3,150.7,322.4,266.0,5,16.6,1
168.8,105.6,0.774,2.6,154.7,159.8,569.4,2,94.3,1
97.0,77.3,0.881,4.5,69.7,1067.1,419.2,3,63.0,1
213.6,87.5,0.589,9.5,142.2,1147.0,566.7,1,92.7,1
32.2,103.7,0.523,2.8,116.6,1035.2,1528.5,2,79.6,0
190.2,77.1,0.818,2.6,62.1,972.4,600.3,1,25.7,1
62.0,100.1,0.934,5.0,152.1,788.0,1022.3,5,31.7,0
90.6,105.3,0.788,2.3,33.5,663.3,176.3,3,17.8,1
4.6,64.6,0.685,3.6,67.9,108.9,2011.8,0,81.7,0
125.1,104.1,0.696,2.1,78.5,493.1,604.2,1,62.5,1
190.3,61.6,0.479,0.9,118.2,450.4,1304.8,1,32.2,1
39.0,70.1,0.691,2.9,30.2,315.4,1600.9,1,92.6,0
123.4,99.5,0.88,4.2,145.1,869.5,332.4,1,73.9,1
119.6,104.5,0.472,12.9,114.0,597.6,2642.0,4,71.4,0
251.1,92.6,0.947,15.1,62.1,101.9,1199.2,4,36.4,1
23.3,60.8,0.305,1.0,113.9,268.1,721.9,4,40.1,0
